user_id,age,monthly_income,investment_capital,investment_horizon,risk_tolerance,investment_goal,preferred_market,experience_level,liquidity_need,recommended_market,recommendation_confidence,recommendation_reason,score_deposits,score_saudi_funds,score_saudi_stocks,score_us_stocks,score_mixed
USR0347,23,13000,351000,short,low,balanced,Saudi,beginner,medium,Saudi_Funds,0.041,low risk tolerance; short investment horizon; medium liquidity need,70,73,14,6,30
USR0348,23,6000,172000,short,medium,income,US,intermediate,high,Deposits,0.246,short investment horizon; high liquidity need; income goal,61,46,26,22,32
USR0349,30,15500,106000,medium,low,income,Saudi,intermediate,medium,Saudi_Funds,0.31,low risk tolerance; medium investment horizon; medium liquidity need,49,71,30,0,24
USR0350,35,15000,45000,medium,medium,growth,US,beginner,low,Mixed,0.042,medium risk tolerance; medium investment horizon; low liquidity need,15,41,46,42,48
USR0351,41,12000,318000,medium,medium,capital_preservation,Both,intermediate,low,Mixed,0.25,medium risk tolerance; medium investment horizon; low liquidity need,28,45,42,13,60
USR0352,52,37000,546000,medium,medium,growth,Both,intermediate,medium,Mixed,0.395,medium risk tolerance; medium investment horizon; medium liquidity need,0,37,46,27,76
USR0353,46,11500,131000,medium,high,growth,Both,advanced,low,Mixed,0.132,high risk tolerance; medium investment horizon; low liquidity need,0,17,48,66,76
USR0354,36,18500,63000,medium,medium,income,Saudi,beginner,medium,Saudi_Funds,0.429,medium risk tolerance; medium investment horizon; medium liquidity need,24,70,40,0,34
USR0355,37,19500,406000,medium,low,income,Saudi,beginner,medium,Saudi_Funds,0.289,low risk tolerance; medium investment horizon; medium liquidity need,59,83,22,0,16
USR0356,27,7500,233000,short,low,income,Saudi,beginner,high,Deposits,0.236,low risk tolerance; short investment horizon; high liquidity need,106,81,14,6,6
USR0357,37,22500,778000,medium,low,income,US,intermediate,low,Saudi_Funds,0.075,low risk tolerance; medium investment horizon; income goal,49,53,24,28,32
USR0358,35,12000,260000,medium,medium,capital_preservation,Saudi,intermediate,low,Saudi_Stocks,0.107,medium risk tolerance; medium investment horizon; low liquidity need,28,50,56,8,44
USR0359,41,17000,339000,medium,medium,balanced,Both,intermediate,medium,Mixed,0.408,medium risk tolerance; medium investment horizon; medium liquidity need,0,45,34,5,76
USR0360,29,11500,66000,short,low,income,Saudi,beginner,medium,Deposits,0.036,low risk tolerance; short investment horizon; income goal,84,81,14,6,12
USR0361,43,15500,327000,medium,medium,balanced,Both,advanced,medium,Mixed,0.423,medium risk tolerance; medium investment horizon; medium liquidity need,0,45,26,15,78
USR0362,53,27000,419000,long,medium,balanced,US,advanced,low,Mixed,0.286,medium risk tolerance; long investment horizon; low liquidity need,0,20,36,50,70
USR0363,36,17500,403000,medium,medium,balanced,US,intermediate,low,Mixed,0.323,medium risk tolerance; medium investment horizon; low liquidity need,0,32,42,24,62
USR0364,42,8500,134000,short,low,income,Both,intermediate,high,Deposits,0.333,low risk tolerance; short investment horizon; high liquidity need,96,64,8,5,24
USR0365,44,26500,289000,long,high,growth,Saudi,intermediate,medium,Saudi_Stocks,0.031,high risk tolerance; long investment horizon; growth goal,0,18,64,59,62
USR0366,33,6500,39000,long,medium,growth,Both,intermediate,low,Mixed,0.282,medium risk tolerance; long investment horizon; low liquidity need,5,22,56,47,78
USR0367,40,21500,287000,medium,medium,growth,Saudi,beginner,high,Saudi_Funds,0.037,medium risk tolerance; medium investment horizon; high liquidity need,32,54,52,18,40
USR0368,38,21000,129000,long,high,income,Both,intermediate,low,Mixed,0.206,high risk tolerance; long investment horizon; low liquidity need,14,21,46,54,68
USR0369,38,9500,83000,short,high,balanced,Both,advanced,medium,Mixed,0.429,high risk tolerance; medium liquidity need; balanced goal,25,31,20,40,70
USR0370,30,9500,338000,medium,low,income,US,intermediate,low,Saudi_Funds,0.075,low risk tolerance; medium investment horizon; income goal,49,53,24,24,26
USR0371,38,9500,167000,medium,medium,capital_preservation,US,intermediate,medium,Saudi_Funds,0.125,medium risk tolerance; medium investment horizon; medium liquidity need,28,48,34,16,42
USR0372,42,14500,298000,short,medium,income,US,intermediate,medium,Saudi_Funds,0.152,medium risk tolerance; short investment horizon; medium liquidity need,39,46,26,16,32
USR0373,52,17500,557000,long,high,growth,US,advanced,low,US_Stocks,0.258,high risk tolerance; long investment horizon; low liquidity need,0,0,50,97,72
USR0374,47,23500,842000,medium,low,income,Saudi,intermediate,high,Deposits,0.0,low risk tolerance; high liquidity need; income goal,71,71,30,4,24
USR0375,59,36000,800000,medium,low,balanced,US,advanced,medium,Saudi_Funds,0.18,low risk tolerance; medium investment horizon; medium liquidity need,43,61,8,30,50
USR0376,30,18000,536000,medium,medium,growth,US,intermediate,medium,Mixed,0.233,medium risk tolerance; medium investment horizon; medium liquidity need,0,32,46,38,60
USR0377,46,14000,193000,long,high,growth,Both,advanced,medium,Mixed,0.075,high risk tolerance; long investment horizon; medium liquidity need,0,13,42,74,80
USR0378,39,13500,176000,long,high,balanced,Saudi,intermediate,low,Mixed,0.143,high risk tolerance; long investment horizon; low liquidity need,0,18,60,49,70
USR0379,59,12500,203000,short,medium,growth,Saudi,intermediate,high,Deposits,0.055,short investment horizon; high liquidity need; older investor profile,55,48,52,18,38
USR0380,29,8000,201000,long,medium,capital_preservation,Saudi,beginner,medium,Saudi_Stocks,0.0,controlled label noise for model robustness,38,58,42,22,46
USR0381,29,15000,382000,short,low,income,US,beginner,high,Deposits,0.33,low risk tolerance; short investment horizon; high liquidity need,106,71,0,22,6
USR0382,32,21000,281000,short,low,capital_preservation,Both,intermediate,high,Deposits,0.418,low risk tolerance; short investment horizon; high liquidity need,110,64,8,5,24
USR0383,22,5000,36000,medium,high,balanced,Saudi,beginner,low,Mixed,0.194,high risk tolerance; medium investment horizon; low liquidity need,15,47,50,39,62
USR0384,32,9500,226000,medium,low,income,Both,intermediate,high,Deposits,0.07,low risk tolerance; high liquidity need; income goal,71,66,16,5,34
USR0385,30,11000,79000,medium,medium,income,Saudi,beginner,low,Saudi_Funds,0.226,medium risk tolerance; medium investment horizon; income goal,24,62,48,8,36
USR0386,39,16000,353000,short,medium,income,Both,advanced,medium,Saudi_Funds,0.02,medium risk tolerance; short investment horizon; medium liquidity need,39,51,18,15,50
USR0387,41,11500,297000,long,medium,growth,Both,advanced,medium,Mixed,0.372,medium risk tolerance; long investment horizon; medium liquidity need,0,25,40,49,78
USR0388,56,25000,653000,long,high,balanced,Both,advanced,low,Mixed,0.277,high risk tolerance; long investment horizon; low liquidity need,8,21,38,68,94
USR0389,47,15000,417000,medium,high,capital_preservation,Saudi,advanced,high,Deposits,0.08,high liquidity need; capital preservation goal,50,46,42,35,40
USR0390,32,11500,365000,short,medium,income,Saudi,intermediate,low,Saudi_Funds,0.0,medium risk tolerance; short investment horizon; income goal,39,48,48,8,34
USR0391,29,13000,253000,short,low,income,Saudi,beginner,high,Deposits,0.236,low risk tolerance; short investment horizon; high liquidity need,106,81,14,6,6
USR0392,42,16000,433000,short,medium,growth,Both,intermediate,medium,Mixed,0.367,medium risk tolerance; medium liquidity need; growth goal,25,35,38,23,60
USR0393,24,7500,175000,long,high,growth,US,intermediate,medium,US_Stocks,0.16,high risk tolerance; long investment horizon; growth goal,0,8,50,81,68
USR0394,56,20500,187000,medium,low,income,Saudi,beginner,medium,Saudi_Funds,0.264,low risk tolerance; medium investment horizon; medium liquidity need,67,91,22,0,16
USR0395,49,18000,69000,long,high,capital_preservation,Both,advanced,low,Mixed,0.086,high risk tolerance; long investment horizon; low liquidity need,28,21,38,64,70
USR0396,33,10500,130000,long,high,income,Both,advanced,medium,Mixed,0.176,high risk tolerance; long investment horizon; medium liquidity need,14,29,30,56,68
USR0397,22,7000,123000,long,low,capital_preservation,Saudi,beginner,low,Deposits,0.137,low risk tolerance; capital preservation goal; beginner investor,73,63,32,30,30
USR0398,51,34000,794000,long,medium,growth,Both,beginner,low,Mixed,0.329,medium risk tolerance; long investment horizon; low liquidity need,10,29,48,51,76
USR0399,36,16500,512000,medium,medium,balanced,US,beginner,medium,Mixed,0.103,medium risk tolerance; medium investment horizon; medium liquidity need,10,52,26,20,58
USR0400,50,17000,161000,medium,medium,balanced,Both,intermediate,low,US_Stocks,0.0,controlled label noise for model robustness,0,37,42,13,78
USR0401,22,10000,71000,short,low,income,Both,beginner,low,Deposits,0.19,low risk tolerance; short investment horizon; income goal,84,68,8,19,30
USR0402,32,10500,365000,short,high,growth,US,intermediate,medium,US_Stocks,0.22,high risk tolerance; growth goal; prefers US market,25,18,40,59,46
USR0403,38,21500,141000,medium,high,growth,Both,beginner,high,Mixed,0.172,high risk tolerance; medium investment horizon; growth goal,32,37,40,48,58
USR0404,38,16000,300000,short,high,balanced,Saudi,intermediate,high,Deposits,0.021,short investment horizon; high liquidity need,47,36,42,25,46
USR0405,33,11500,256000,long,low,capital_preservation,Saudi,beginner,low,Deposits,0.137,low risk tolerance; capital preservation goal; beginner investor,73,63,32,24,24
USR0406,44,19500,406000,short,medium,balanced,Saudi,beginner,high,Saudi_Funds,0.05,medium risk tolerance; short investment horizon; high liquidity need,57,60,32,0,36
USR0407,27,5500,32000,medium,low,capital_preservation,Saudi,intermediate,low,Deposits,0.0,low risk tolerance; capital preservation goal; smaller investment capital,68,68,38,14,32
USR0408,36,9000,43000,short,medium,income,Both,intermediate,high,Deposits,0.152,short investment horizon; high liquidity need; income goal,66,56,26,5,42
USR0409,39,9500,61000,short,medium,income,US,beginner,medium,Saudi_Funds,0.155,medium risk tolerance; short investment horizon; medium liquidity need,49,58,18,16,24
USR0410,43,17000,379000,long,high,income,Saudi,intermediate,low,Saudi_Stocks,0.133,high risk tolerance; long investment horizon; low liquidity need,14,26,60,49,52
USR0411,45,31500,660000,medium,medium,growth,Saudi,intermediate,medium,Saudi_Stocks,0.0,medium risk tolerance; medium investment horizon; growth goal,0,42,60,22,60
USR0412,26,20500,219000,medium,medium,growth,Saudi,beginner,medium,Saudi_Funds,0.037,medium risk tolerance; medium investment horizon; medium liquidity need,10,54,52,24,52
USR0413,22,10000,240000,short,low,capital_preservation,Saudi,beginner,high,Deposits,0.325,low risk tolerance; short investment horizon; high liquidity need,120,81,14,6,6
USR0414,50,22500,676000,medium,low,balanced,US,advanced,low,Mixed,0.135,medium investment horizon; low liquidity need; balanced goal,35,45,16,38,52
USR0415,41,8000,34000,short,high,income,Saudi,intermediate,high,Deposits,0.258,short investment horizon; high liquidity need; income goal,66,49,42,25,28
USR0416,30,9000,174000,long,medium,balanced,Saudi,intermediate,low,Mixed,0.147,medium risk tolerance; long investment horizon; low liquidity need,0,30,58,24,68
USR0417,53,15000,386000,short,low,balanced,Saudi,intermediate,medium,Saudi_Funds,0.016,low risk tolerance; short investment horizon; medium liquidity need,60,61,22,0,32
USR0418,39,11500,130000,medium,low,income,Saudi,beginner,high,Saudi_Funds,0.024,low risk tolerance; medium investment horizon; high liquidity need,81,83,22,0,10
USR0419,49,17500,230000,short,low,income,US,intermediate,medium,Deposits,0.203,low risk tolerance; short investment horizon; income goal,74,59,8,16,14
USR0420,38,12000,279000,long,high,growth,Saudi,intermediate,medium,Saudi_Stocks,0.031,high risk tolerance; long investment horizon; growth goal,0,18,64,59,62
USR0421,58,11000,358000,medium,medium,balanced,Saudi,intermediate,high,Saudi_Funds,0.069,medium risk tolerance; medium investment horizon; high liquidity need,30,58,48,0,54
USR0422,55,27500,817000,short,low,income,Both,advanced,medium,Deposits,0.122,low risk tolerance; short investment horizon; income goal,82,72,0,19,38
USR0423,35,9000,200000,medium,low,income,Both,beginner,medium,Saudi_Funds,0.244,low risk tolerance; medium investment horizon; medium liquidity need,59,78,8,5,32
USR0424,47,19500,528000,short,medium,balanced,Both,advanced,high,Mixed,0.309,medium risk tolerance; balanced goal; advanced investor,47,43,18,19,68
USR0425,44,34500,518000,medium,high,growth,Both,advanced,low,Mixed,0.146,high risk tolerance; medium investment horizon; low liquidity need,0,17,48,70,82
USR0426,51,14000,338000,short,low,income,Saudi,advanced,medium,Deposits,0.068,low risk tolerance; short investment horizon; income goal,74,69,14,10,16
USR0427,28,4000,73000,short,low,growth,US,beginner,medium,Deposits,0.214,low risk tolerance; short investment horizon; beginner investor,70,55,12,40,24
USR0428,44,15000,139000,medium,high,growth,Saudi,intermediate,medium,Saudi_Stocks,0.097,high risk tolerance; medium investment horizon; growth goal,0,30,62,43,56
USR0429,48,27000,706000,long,low,capital_preservation,US,advanced,medium,Deposits,0.222,low risk tolerance; capital preservation goal,63,49,10,46,38
USR0430,22,15500,331000,medium,medium,growth,US,intermediate,low,Mixed,0.129,medium risk tolerance; medium investment horizon; low liquidity need,0,24,54,48,62
USR0431,26,6000,89000,medium,high,growth,Saudi,beginner,high,Saudi_Stocks,0.093,high risk tolerance; medium investment horizon; growth goal,32,42,54,49,48
USR0432,22,9500,314000,short,low,capital_preservation,Saudi,beginner,high,Deposits,0.325,low risk tolerance; short investment horizon; high liquidity need,120,81,14,6,6
USR0433,35,11000,40000,long,high,growth,Both,intermediate,low,Mixed,0.1,high risk tolerance; long investment horizon; low liquidity need,5,10,58,72,80
USR0434,45,16500,221000,medium,medium,growth,Both,advanced,high,Mixed,0.0,controlled label noise for model robustness,22,37,38,33,66
USR0435,53,51000,248000,medium,medium,balanced,US,intermediate,medium,Mixed,0.333,medium risk tolerance; medium investment horizon; medium liquidity need,0,40,34,16,60
USR0436,38,8500,240000,short,low,capital_preservation,Saudi,intermediate,medium,Deposits,0.216,low risk tolerance; short investment horizon; capital preservation goal,88,69,22,0,14
USR0437,54,22500,588000,medium,low,income,Saudi,intermediate,medium,Saudi_Funds,0.31,low risk tolerance; medium investment horizon; medium liquidity need,49,71,30,4,30
USR0438,24,10000,139000,long,medium,balanced,Saudi,intermediate,medium,Mixed,0.306,medium risk tolerance; long investment horizon; medium liquidity need,0,38,50,22,72
USR0439,22,11500,290000,long,high,growth,Saudi,intermediate,low,US_Stocks,0.014,high risk tolerance; long investment horizon; low liquidity need,0,10,72,73,70
USR0440,37,14000,224000,medium,medium,income,US,intermediate,medium,Saudi_Funds,0.125,medium risk tolerance; medium investment horizon; medium liquidity need,14,48,34,16,42
USR0441,41,17000,475000,medium,medium,capital_preservation,Both,advanced,low,Mixed,0.274,medium risk tolerance; medium investment horizon; low liquidity need,28,45,34,23,62
USR0442,37,12000,215000,long,medium,capital_preservation,Saudi,advanced,low,Mixed,0.038,medium risk tolerance; long investment horizon; low liquidity need,28,38,50,34,52
USR0443,22,8500,141000,medium,medium,growth,Saudi,intermediate,high,Saudi_Stocks,0.1,medium risk tolerance; medium investment horizon; growth goal,22,42,60,24,54
USR0444,37,12000,406000,short,medium,capital_preservation,Saudi,advanced,high,Deposits,0.253,short investment horizon; high liquidity need; capital preservation goal,75,56,32,10,28
USR0445,24,10500,118000,short,low,balanced,US,beginner,high,Deposits,0.315,low risk tolerance; short investment horizon; high liquidity need,92,63,0,22,24
USR0446,44,14500,101000,long,high,balanced,Both,beginner,low,Mixed,0.308,high risk tolerance; long investment horizon; low liquidity need,10,25,38,54,78
USR0447,41,17500,390000,short,medium,capital_preservation,Saudi,intermediate,medium,Saudi_Funds,0.054,medium risk tolerance; short investment horizon; medium liquidity need,53,56,40,0,32
USR0448,28,10000,349000,long,medium,balanced,Both,beginner,low,Mixed,0.549,medium risk tolerance; long investment horizon; low liquidity need,10,37,36,35,82
USR0449,32,17500,270000,short,low,income,Saudi,intermediate,medium,Deposits,0.068,low risk tolerance; short investment horizon; income goal,74,69,22,0,14
USR0450,27,9500,47000,long,low,balanced,US,beginner,low,Deposits,0.0,low risk tolerance; beginner investor; smaller investment capital,50,50,18,46,48
USR0451,37,7500,106000,long,high,capital_preservation,Saudi,beginner,low,Saudi_Stocks,0.058,high risk tolerance; long investment horizon; low liquidity need,38,38,52,49,44
USR0452,47,27500,541000,medium,low,capital_preservation,Saudi,advanced,medium,Saudi_Funds,0.113,low risk tolerance; medium investment horizon; medium liquidity need,63,71,22,14,32
USR0453,28,7500,62000,long,high,growth,Both,intermediate,medium,Mixed,0.167,high risk tolerance; long investment horizon; medium liquidity need,0,13,50,70,84
USR0454,43,13000,321000,long,high,growth,US,intermediate,low,US_Stocks,0.229,high risk tolerance; long investment horizon; low liquidity need,0,0,58,83,64
USR0455,32,9500,341000,medium,medium,income,Both,advanced,high,Mixed,0.019,medium risk tolerance; medium investment horizon; advanced investor,36,53,26,15,54
USR0456,30,18000,322000,medium,low,income,Both,beginner,low,Saudi_Funds,0.157,low risk tolerance; medium investment horizon; income goal,59,70,16,13,34
USR0457,36,6000,88000,long,high,growth,Both,intermediate,low,Mixed,0.1,high risk tolerance; long investment horizon; low liquidity need,0,5,58,72,80
USR0458,27,29500,478000,medium,low,balanced,Saudi,beginner,low,Saudi_Funds,0.0,controlled label noise for model robustness,45,67,30,14,42
USR0459,32,17000,115000,long,low,balanced,Saudi,beginner,medium,Saudi_Funds,0.286,low risk tolerance; medium liquidity need; balanced goal,45,63,24,16,40
USR0460,26,10000,321000,short,low,capital_preservation,Saudi,beginner,high,Deposits,0.325,low risk tolerance; short investment horizon; high liquidity need,120,81,14,6,6
USR0461,57,21500,358000,long,low,capital_preservation,US,advanced,low,Mixed,0.0,controlled label noise for model robustness,71,49,18,50,34
USR0462,38,15500,244000,medium,medium,balanced,Both,intermediate,medium,Mixed,0.408,medium risk tolerance; medium investment horizon; medium liquidity need,0,45,34,5,76
USR0463,31,13500,334000,medium,medium,income,US,advanced,medium,Saudi_Funds,0.083,medium risk tolerance; medium investment horizon; medium liquidity need,14,48,26,26,44
USR0464,40,19000,334000,short,low,capital_preservation,Both,intermediate,medium,Deposits,0.273,low risk tolerance; short investment horizon; capital preservation goal,88,64,8,5,30
USR0465,36,16500,402000,short,high,balanced,US,advanced,high,US_Stocks,0.059,high risk tolerance; advanced investor; prefers US market,47,26,20,51,48
USR0466,35,13500,67000,long,high,growth,Saudi,intermediate,high,Saudi_Stocks,0.078,high risk tolerance; long investment horizon; growth goal,22,18,64,59,56
USR0467,44,15500,462000,long,medium,growth,Saudi,intermediate,high,Saudi_Stocks,0.129,medium risk tolerance; long investment horizon; growth goal,22,30,62,34,54
USR0468,45,16000,544000,medium,high,balanced,Both,advanced,medium,Mixed,0.488,high risk tolerance; medium investment horizon; medium liquidity need,0,33,28,44,86
USR0469,32,11000,268000,long,medium,income,Saudi,intermediate,medium,Saudi_Stocks,0.04,medium risk tolerance; long investment horizon; intermediate investor,14,46,50,16,48
USR0470,32,17500,603000,short,low,income,US,intermediate,high,Deposits,0.385,low risk tolerance; short investment horizon; high liquidity need,96,59,8,20,14
USR0471,35,16000,127000,medium,medium,growth,Both,beginner,low,Mixed,0.281,medium risk tolerance; medium investment horizon; low liquidity need,10,41,46,31,64
USR0472,22,4000,75000,long,medium,balanced,Saudi,intermediate,medium,Mixed,0.306,medium risk tolerance; long investment horizon; medium liquidity need,0,38,50,22,72
USR0473,22,10000,228000,short,low,income,Saudi,intermediate,high,Deposits,0.281,low risk tolerance; short investment horizon; high liquidity need,96,69,22,6,14
USR0474,51,20500,455000,medium,medium,balanced,Saudi,intermediate,medium,Mixed,0.167,medium risk tolerance; medium investment horizon; medium liquidity need,0,50,48,0,60
USR0475,54,20500,333000,medium,medium,income,Both,intermediate,low,Mixed,0.25,medium risk tolerance; medium investment horizon; low liquidity need,14,45,42,13,60
USR0476,35,11500,162000,long,high,income,Saudi,beginner,low,US_Stocks,0.0,controlled label noise for model robustness,24,38,52,49,44
USR0477,43,24000,172000,long,high,growth,US,intermediate,low,US_Stocks,0.229,high risk tolerance; long investment horizon; low liquidity need,0,0,58,83,64
USR0478,41,21500,342000,short,medium,income,Saudi,intermediate,high,Deposits,0.082,short investment horizon; high liquidity need; income goal,61,56,40,0,26
USR0479,65,19000,158000,long,high,income,US,advanced,low,US_Stocks,0.28,high risk tolerance; long investment horizon; low liquidity need,22,24,38,75,54
USR0480,49,21500,585000,short,medium,growth,Saudi,intermediate,low,Saudi_Stocks,0.133,medium risk tolerance; low liquidity need; growth goal,25,32,60,30,52
USR0481,36,9500,93000,medium,high,growth,Both,beginner,low,Mixed,0.152,high risk tolerance; medium investment horizon; low liquidity need,10,29,48,56,66
USR0482,28,6000,29000,medium,low,income,Saudi,beginner,medium,Saudi_Funds,0.273,low risk tolerance; medium investment horizon; medium liquidity need,64,88,22,6,22
USR0483,22,6000,127000,medium,low,capital_preservation,Saudi,beginner,low,Saudi_Funds,0.027,low risk tolerance; medium investment horizon; capital preservation goal,73,75,30,14,24
USR0484,40,20500,464000,long,low,capital_preservation,Saudi,beginner,low,Deposits,0.137,low risk tolerance; capital preservation goal; beginner investor,73,63,32,24,24
USR0485,30,15500,492000,short,low,income,Both,beginner,medium,Deposits,0.095,low risk tolerance; short investment horizon; income goal,84,76,0,5,22
USR0486,23,10000,220000,medium,medium,capital_preservation,Saudi,beginner,medium,Saudi_Funds,0.429,medium risk tolerance; medium investment horizon; medium liquidity need,38,70,40,6,40
USR0487,31,14500,208000,long,medium,growth,Both,intermediate,low,Mixed,0.282,medium risk tolerance; long investment horizon; low liquidity need,0,17,56,47,78
USR0488,27,11500,339000,medium,medium,capital_preservation,Saudi,beginner,low,Saudi_Funds,0.226,medium risk tolerance; medium investment horizon; capital preservation goal,38,62,48,14,42
USR0489,54,16500,343000,long,medium,growth,US,intermediate,medium,Mixed,0.167,medium risk tolerance; long investment horizon; medium liquidity need,0,20,48,50,60
USR0490,46,20000,112000,long,high,income,Both,advanced,low,Mixed,0.086,high risk tolerance; long investment horizon; low liquidity need,14,21,38,64,70
USR0491,37,18500,400000,short,low,income,Saudi,beginner,high,Deposits,0.236,low risk tolerance; short investment horizon; high liquidity need,106,81,14,0,0
USR0492,52,26000,857000,long,high,growth,Both,advanced,high,Mixed,0.025,high risk tolerance; long investment horizon; growth goal,22,13,42,78,80
USR0493,38,21500,345000,medium,high,income,Both,intermediate,high,Mixed,0.241,high risk tolerance; medium investment horizon; intermediate investor,36,41,36,30,54
USR0494,29,13500,172000,medium,low,capital_preservation,Saudi,beginner,low,Saudi_Funds,0.027,low risk tolerance; medium investment horizon; capital preservation goal,73,75,30,14,24
USR0495,53,23000,177000,medium,medium,income,Saudi,advanced,medium,Saudi_Funds,0.241,medium risk tolerance; medium investment horizon; medium liquidity need,14,58,40,10,44
USR0496,43,23500,187000,short,low,income,Saudi,beginner,high,Deposits,0.236,low risk tolerance; short investment horizon; high liquidity need,106,81,14,0,0
USR0497,27,9500,164000,short,low,capital_preservation,Saudi,beginner,high,Deposits,0.325,low risk tolerance; short investment horizon; high liquidity need,120,81,14,6,6
USR0498,36,9500,215000,long,high,growth,US,intermediate,low,US_Stocks,0.229,high risk tolerance; long investment horizon; low liquidity need,0,0,58,83,64
USR0499,29,10000,56000,short,high,balanced,Both,advanced,medium,Mixed,0.395,high risk tolerance; medium liquidity need; balanced goal,25,31,20,46,76
USR0500,24,6500,221000,short,medium,balanced,Saudi,beginner,high,Saudi_Funds,0.05,medium risk tolerance; short investment horizon; high liquidity need,57,60,32,6,42
USR0501,47,14000,390000,short,medium,growth,US,advanced,medium,Mixed,0.043,medium risk tolerance; medium liquidity need; growth goal,25,30,30,44,46
USR0502,57,20500,458000,medium,medium,growth,US,intermediate,low,Mixed,0.036,medium risk tolerance; medium investment horizon; low liquidity need,8,32,54,42,56
USR0503,24,6500,197000,medium,low,balanced,Saudi,beginner,medium,Saudi_Funds,0.4,low risk tolerance; medium investment horizon; medium liquidity need,45,75,22,6,40
USR0504,43,14500,81000,short,medium,growth,Both,beginner,medium,Mixed,0.096,medium risk tolerance; medium liquidity need; growth goal,35,47,30,23,52
USR0505,31,5500,103000,long,high,income,US,beginner,low,US_Stocks,0.323,high risk tolerance; long investment horizon; low liquidity need,24,28,38,65,44
USR0506,33,13000,309000,long,medium,balanced,US,advanced,low,Mixed,0.286,medium risk tolerance; long investment horizon; low liquidity need,0,20,36,50,70
USR0507,32,12000,364000,long,high,growth,US,intermediate,medium,US_Stocks,0.173,high risk tolerance; long investment horizon; growth goal,0,8,50,75,62
USR0508,29,8000,230000,long,high,growth,Both,advanced,low,US_Stocks,0.0,high risk tolerance; long investment horizon; low liquidity need,0,5,50,88,88
USR0509,38,18000,218000,medium,low,income,US,advanced,medium,Saudi_Funds,0.197,low risk tolerance; medium investment horizon; medium liquidity need,49,61,8,26,26
USR0510,29,14500,493000,short,medium,balanced,Saudi,beginner,medium,Saudi_Funds,0.2,medium risk tolerance; short investment horizon; medium liquidity need,35,60,32,6,48
USR0511,40,8500,60000,short,low,income,Both,beginner,high,Deposits,0.283,low risk tolerance; short investment horizon; high liquidity need,106,76,0,5,16
USR0512,37,10500,334000,short,low,income,Both,intermediate,medium,Deposits,0.135,low risk tolerance; short investment horizon; income goal,74,64,8,5,30
USR0513,35,10000,350000,short,medium,capital_preservation,US,intermediate,medium,Deposits,0.132,short investment horizon; capital preservation goal,53,46,26,16,32
USR0514,28,7000,61000,medium,low,income,Saudi,beginner,high,Saudi_Funds,0.024,low risk tolerance; medium investment horizon; high liquidity need,81,83,22,6,16
USR0515,32,16000,429000,medium,medium,capital_preservation,Saudi,advanced,low,Saudi_Funds,0.04,medium risk tolerance; medium investment horizon; capital preservation goal,28,50,48,18,46
USR0516,45,16000,69000,long,high,growth,US,advanced,medium,US_Stocks,0.247,high risk tolerance; long investment horizon; growth goal,0,8,42,85,64
USR0517,43,14500,237000,long,high,growth,US,advanced,high,US_Stocks,0.0,controlled label noise for model robustness,22,8,42,85,58
USR0518,28,5000,100000,short,low,income,Saudi,beginner,medium,Deposits,0.036,low risk tolerance; short investment horizon; income goal,84,81,14,6,12
USR0519,38,17500,387000,medium,high,growth,Saudi,intermediate,medium,Saudi_Stocks,0.097,high risk tolerance; medium investment horizon; growth goal,0,30,62,43,56
USR0520,45,11000,372000,long,high,growth,US,advanced,low,Deposits,0.0,controlled label noise for model robustness,0,0,50,93,66
USR0521,22,8000,201000,short,low,income,Both,beginner,medium,Deposits,0.095,low risk tolerance; short investment horizon; income goal,84,76,0,11,28
USR0522,43,18000,339000,short,low,income,Both,intermediate,high,Deposits,0.333,low risk tolerance; short investment horizon; high liquidity need,96,64,8,5,24
USR0523,31,18500,549000,medium,medium,capital_preservation,US,advanced,low,Mixed,0.231,medium risk tolerance; medium investment horizon; low liquidity need,28,40,34,38,52
USR0524,43,10000,343000,medium,low,income,Both,intermediate,medium,Saudi_Funds,0.258,low risk tolerance; medium investment horizon; medium liquidity need,49,66,16,5,40
USR0525,30,4000,14000,medium,high,capital_preservation,Saudi,intermediate,medium,Saudi_Funds,0.02,medium investment horizon; medium liquidity need; capital preservation goal,33,51,50,25,44
USR0526,22,8500,301000,long,medium,capital_preservation,Saudi,intermediate,low,Saudi_Stocks,0.034,medium risk tolerance; long investment horizon; low liquidity need,28,38,58,30,56
USR0527,22,15000,87000,long,medium,growth,Both,advanced,high,Mixed,0.295,medium risk tolerance; long investment horizon; growth goal,22,25,40,55,78
USR0528,38,22000,657000,medium,medium,growth,Saudi,advanced,medium,Mixed,0.161,medium risk tolerance; medium investment horizon; medium liquidity need,0,42,52,32,62
USR0529,40,16000,196000,short,low,capital_preservation,US,beginner,medium,Deposits,0.276,low risk tolerance; short investment horizon; capital preservation goal,98,71,0,16,6
USR0530,28,8500,62000,medium,medium,growth,Saudi,beginner,high,Saudi_Funds,0.037,medium risk tolerance; medium investment horizon; high liquidity need,32,54,52,24,46
USR0531,44,22000,385000,long,high,growth,US,advanced,medium,US_Stocks,0.247,high risk tolerance; long investment horizon; growth goal,0,8,42,85,64
USR0532,22,5500,133000,medium,low,income,Both,beginner,low,Saudi_Funds,0.157,low risk tolerance; medium investment horizon; income goal,59,70,16,19,40
USR0533,37,16500,256000,long,high,growth,Saudi,beginner,medium,US_Stocks,0.051,high risk tolerance; long investment horizon; growth goal,10,30,56,59,54
